id,loan_amnt,home_ownership,annual_inc,dti,int_rate,tax_liens,credit_age,age,loan_status
10570,14000.0,MORTGAGE,54000.0,20.89,0.1114,0,6500,UNDER_FORTY,0
10571,24000.0,MORTGAGE,83397.0,14.21,0.0762,0,12436,UNDER_FORTY,1
10572,35000.0,RENT,133000.0,18.38,0.1972,0,9787,OVER_FORTY,1
10573,6000.0,MORTGAGE,40000.0,20.79,0.1311,0,7353,UNDER_FORTY,0
10574,4000.0,RENT,50000.0,16.1,0.1433,0,10457,UNDER_FORTY,1
10575,6000.0,RENT,45000.0,26.17,0.1629,0,13440,UNDER_FORTY,0
10576,14100.0,MORTGAGE,85000.0,26.43,0.0603,0,7900,OVER_FORTY,0
10577,12000.0,MORTGAGE,46000.0,22.36,0.1409,0,6105,UNDER_FORTY,0
10578,9500.0,MORTGAGE,72000.0,10.7,0.1311,0,6349,OVER_FORTY,0
10579,10000.0,MORTGAGE,38000.0,26.31,0.1629,0,10336,UNDER_FORTY,0
10580,10850.0,RENT,32567.0,26.9,0.1629,0,16270,UNDER_FORTY,1
10581,10000.0,RENT,50000.0,19.78,0.1409,0,7200,UNDER_FORTY,0
10582,35000.0,RENT,80000.0,20.64,0.1905,0,8479,UNDER_FORTY,0
10583,8400.0,RENT,47840.0,20.02,0.1777,0,4827,UNDER_FORTY,0
10584,10000.0,RENT,35000.0,29.27,0.1433,0,6258,OVER_FORTY,0
10585,5375.0,RENT,60000.0,7.54,0.1875,0,4582,UNDER_FORTY,0
10586,2000.0,MORTGAGE,81000.0,21.42,0.1905,0,10518,OVER_FORTY,1
10587,5300.0,MORTGAGE,39000.0,16.4,0.158,0,7353,OVER_FORTY,0
10588,4600.0,RENT,80000.0,4.68,0.1311,0,4461,OVER_FORTY,0
10589,17650.0,OWN,40000.0,12.26,0.1311,0,8053,UNDER_FORTY,0
10590,8000.0,RENT,52000.0,3.67,0.1433,0,17427,UNDER_FORTY,0
10591,24000.0,RENT,100000.0,21.98,0.079,0,5527,UNDER_FORTY,0
10592,2750.0,MORTGAGE,43150.0,24.11,0.1433,0,7596,UNDER_FORTY,0
10593,5225.0,MORTGAGE,48000.0,13.28,0.1777,0,7841,OVER_FORTY,0
10594,16000.0,MORTGAGE,37000.0,23.25,0.1212,0,7414,UNDER_FORTY,0
10595,4000.0,MORTGAGE,30000.0,25.76,0.1433,0,5070,UNDER_FORTY,0
10596,3000.0,MORTGAGE,80000.0,8.08,0.1311,0,8783,OVER_FORTY,0
10597,12000.0,MORTGAGE,39000.0,29.85,0.1114,0,10763,UNDER_FORTY,0
10598,9000.0,RENT,70000.0,8.66,0.158,0,7169,UNDER_FORTY,1
10599,5375.0,RENT,26102.0,19.86,0.1727,0,5618,UNDER_FORTY,0
10600,12000.0,RENT,55000.0,13.11,0.1433,0,7627,OVER_FORTY,0
10601,6000.0,MORTGAGE,94000.0,12.77,0.1016,0,5253,UNDER_FORTY,1
10602,7500.0,MORTGAGE,67500.0,3.06,0.1212,0,11371,UNDER_FORTY,0
10603,10000.0,RENT,53000.0,15.53,0.1531,0,6380,UNDER_FORTY,0
10604,12000.0,RENT,38753.0,13.22,0.1311,0,8571,OVER_FORTY,1
10605,8200.0,MORTGAGE,75000.0,22.39,0.1016,0,6835,UNDER_FORTY,0
10606,28000.0,MORTGAGE,122000.0,21.37,0.079,0,6745,UNDER_FORTY,0
10607,30000.0,MORTGAGE,140000.0,11.29,0.1433,0,11613,UNDER_FORTY,0
10608,9600.0,RENT,62000.0,25.9,0.1531,0,7353,UNDER_FORTY,0
10609,6000.0,RENT,33640.0,10.67,0.1409,0,5223,UNDER_FORTY,0
10610,17500.0,RENT,40000.0,24.18,0.1311,0,7535,UNDER_FORTY,0
10611,35000.0,MORTGAGE,460000.0,12.12,0.1433,0,10305,OVER_FORTY,0
10612,12000.0,MORTGAGE,55000.0,10.76,0.1114,0,8965,UNDER_FORTY,0
10613,12000.0,RENT,70000.0,7.99,0.089,0,5404,UNDER_FORTY,0
10614,8450.0,OWN,24800.0,32.88,0.1311,0,13593,OVER_FORTY,0
10615,25000.0,MORTGAGE,150000.0,14.29,0.1016,0,8084,OVER_FORTY,0
10616,5875.0,RENT,40000.0,16.23,0.1311,0,10975,UNDER_FORTY,0
10617,20000.0,MORTGAGE,79000.0,28.4,0.1409,0,13836,OVER_FORTY,0
10618,20000.0,MORTGAGE,60000.0,14.72,0.1311,0,7475,UNDER_FORTY,0
10619,8000.0,MORTGAGE,38000.0,17.18,0.1311,0,7169,OVER_FORTY,0
10620,10000.0,MORTGAGE,90000.0,11.24,0.1311,0,6014,UNDER_FORTY,0
10621,9325.0,MORTGAGE,50000.0,30.72,0.089,0,14535,UNDER_FORTY,0
10622,16000.0,MORTGAGE,119000.0,14.44,0.1016,0,12497,OVER_FORTY,0
10623,9000.0,RENT,53000.0,13.2,0.1212,0,7931,UNDER_FORTY,0
10624,10000.0,RENT,100000.0,11.86,0.1016,0,7200,UNDER_FORTY,0
10625,18000.0,MORTGAGE,60000.0,21.98,0.1212,0,9453,OVER_FORTY,0
10626,7200.0,MORTGAGE,69000.0,14.87,0.1114,0,7961,UNDER_FORTY,0
10627,22250.0,RENT,50000.0,19.89,0.1629,0,8206,UNDER_FORTY,0
10628,15000.0,RENT,75000.0,1.29,0.0603,0,7200,UNDER_FORTY,0
10629,16950.0,RENT,50000.0,8.45,0.1409,0,4735,UNDER_FORTY,0
10630,17500.0,RENT,78000.0,16.31,0.1433,0,7353,OVER_FORTY,0
10631,1200.0,RENT,26020.0,14.85,0.2049,0,6408,UNDER_FORTY,0
10632,16000.0,MORTGAGE,44934.0,10.98,0.079,0,6773,UNDER_FORTY,0
10633,9250.0,MORTGAGE,28000.0,28.59,0.1212,0,12679,UNDER_FORTY,0
10634,19500.0,OWN,70000.0,14.45,0.1212,0,13805,UNDER_FORTY,0
10635,35000.0,MORTGAGE,190000.0,17.48,0.1311,0,9667,UNDER_FORTY,0
10636,13000.0,MORTGAGE,91000.0,17.46,0.0603,0,9818,OVER_FORTY,0
10637,7500.0,MORTGAGE,80000.0,15.19,0.1016,0,7931,UNDER_FORTY,1
10638,28000.0,MORTGAGE,91000.0,19.96,0.089,0,6623,UNDER_FORTY,0
10639,15000.0,MORTGAGE,105000.0,14.99,0.1311,1,8387,OVER_FORTY,0
10640,30000.0,MORTGAGE,100000.0,24.12,0.1531,0,8084,OVER_FORTY,0
10641,35000.0,RENT,78000.0,17.71,0.158,0,7353,UNDER_FORTY,0
10642,11500.0,MORTGAGE,33000.0,19.09,0.1777,0,7138,OVER_FORTY,1
10643,20700.0,RENT,55000.0,26.64,0.21,0,5618,UNDER_FORTY,0
10644,6625.0,RENT,60000.0,18.18,0.1777,0,4735,UNDER_FORTY,0
10645,10000.0,MORTGAGE,45000.0,18.91,0.089,0,8326,OVER_FORTY,0
10646,8000.0,RENT,41000.0,17.68,0.1016,0,5253,OVER_FORTY,1
10647,25000.0,RENT,67000.0,25.33,0.158,0,7535,UNDER_FORTY,0
10648,15350.0,MORTGAGE,49500.0,29.72,0.1409,0,6227,UNDER_FORTY,1
10649,14000.0,RENT,72002.0,19.73,0.1409,0,13654,OVER_FORTY,0
10650,26000.0,MORTGAGE,85000.0,24.75,0.1114,0,12375,OVER_FORTY,0
10651,10625.0,OWN,50000.0,4.66,0.1409,0,12528,UNDER_FORTY,0
10652,3000.0,RENT,12000.0,19.9,0.2198,0,13348,UNDER_FORTY,0
10653,12000.0,MORTGAGE,169500.0,9.03,0.1212,0,11552,OVER_FORTY,0
10654,5000.0,MORTGAGE,78595.0,10.96,0.158,0,7719,OVER_FORTY,0
10655,28000.0,MORTGAGE,180000.0,14.51,0.089,0,9302,UNDER_FORTY,0
10656,4000.0,MORTGAGE,33000.0,11.78,0.1727,0,5404,UNDER_FORTY,1
10657,18000.0,MORTGAGE,42000.0,21.74,0.1212,0,11279,UNDER_FORTY,0
10658,7725.0,MORTGAGE,117000.0,12.35,0.1212,0,8084,UNDER_FORTY,0
10659,23850.0,MORTGAGE,53844.0,8.42,0.1114,0,11067,OVER_FORTY,0
10660,21000.0,MORTGAGE,275000.0,14.77,0.1409,0,8296,UNDER_FORTY,1
10661,6000.0,RENT,50000.0,24.99,0.1311,0,7535,UNDER_FORTY,0
10662,19100.0,MORTGAGE,95000.0,15.22,0.079,0,8691,OVER_FORTY,0
10663,5400.0,RENT,63000.0,13.05,0.1433,0,6470,UNDER_FORTY,0
10664,20000.0,RENT,105000.0,7.12,0.1212,0,9453,UNDER_FORTY,0
10665,21000.0,MORTGAGE,150000.0,13.99,0.1212,0,7444,OVER_FORTY,0
10666,8000.0,RENT,34000.0,29.61,0.1727,0,11248,OVER_FORTY,1
10667,22000.0,MORTGAGE,65000.0,28.38,0.079,0,7869,UNDER_FORTY,0
10668,10000.0,RENT,45000.0,9.23,0.1311,0,6988,OVER_FORTY,0
10669,23800.0,RENT,99800.0,22.35,0.1727,0,8234,UNDER_FORTY,0
10670,10000.0,RENT,49500.0,22.81,0.1212,0,8965,UNDER_FORTY,0
10671,25975.0,OWN,58000.0,31.36,0.2049,0,16393,UNDER_FORTY,0
10672,10000.0,MORTGAGE,142500.0,9.39,0.0662,0,15511,OVER_FORTY,0
10673,16000.0,MORTGAGE,84000.0,21.73,0.079,0,10763,OVER_FORTY,0
10674,21200.0,MORTGAGE,85000.0,8.48,0.0603,0,4066,UNDER_FORTY,0
10675,14300.0,OWN,145000.0,13.93,0.1311,0,7079,OVER_FORTY,0
10676,12375.0,MORTGAGE,70000.0,9.55,0.1972,0,8722,OVER_FORTY,0
10677,15000.0,RENT,80899.0,9.18,0.1114,1,8905,UNDER_FORTY,0
10678,10000.0,MORTGAGE,150000.0,2.9,0.158,0,13013,UNDER_FORTY,0
10679,26000.0,MORTGAGE,80000.0,8.13,0.079,0,11432,UNDER_FORTY,0
10680,10000.0,RENT,82000.0,3.57,0.1212,0,13501,OVER_FORTY,0
10681,6625.0,MORTGAGE,23000.0,11.58,0.158,0,7049,UNDER_FORTY,0
10682,3600.0,MORTGAGE,100000.0,31.91,0.1409,0,10641,OVER_FORTY,0
10683,9450.0,RENT,55000.0,7.16,0.1777,0,7200,UNDER_FORTY,0
10684,6500.0,RENT,72000.0,7.88,0.1114,0,5769,UNDER_FORTY,0
10685,20000.0,RENT,153609.0,20.63,0.079,0,11156,UNDER_FORTY,1
10686,16000.0,RENT,50000.0,21.91,0.1311,0,9057,UNDER_FORTY,0
10687,4375.0,MORTGAGE,53300.0,31.32,0.1849,0,9848,OVER_FORTY,0
10688,11000.0,RENT,65000.0,8.34,0.1212,0,13501,OVER_FORTY,0
10689,22225.0,MORTGAGE,80000.0,9.5,0.089,0,15327,OVER_FORTY,0
10690,2200.0,MORTGAGE,55000.0,17.74,0.1727,0,7353,UNDER_FORTY,0
10691,5000.0,RENT,55000.0,31.27,0.1727,0,7535,UNDER_FORTY,0
10692,20050.0,MORTGAGE,44800.0,23.57,0.1409,0,9818,UNDER_FORTY,0
10693,6725.0,RENT,38000.0,4.96,0.21,0,4096,UNDER_FORTY,0
10694,20000.0,RENT,130000.0,5.57,0.1114,0,6166,UNDER_FORTY,0
10695,8000.0,RENT,30000.0,10.52,0.1311,0,4858,UNDER_FORTY,0
10696,12000.0,RENT,88000.0,8.2,0.1016,0,10763,UNDER_FORTY,0
10697,20400.0,MORTGAGE,135000.0,11.25,0.0603,0,10702,UNDER_FORTY,0
10698,15000.0,OWN,96500.0,17.76,0.158,0,9667,UNDER_FORTY,0
10699,16000.0,MORTGAGE,60000.0,18.25,0.1212,0,5708,OVER_FORTY,0
10700,5500.0,RENT,43000.0,12.52,0.1114,0,5343,UNDER_FORTY,0
10701,20000.0,MORTGAGE,80000.0,17.94,0.0662,0,9726,OVER_FORTY,0
10702,25000.0,MORTGAGE,87000.0,28.33,0.1114,0,11067,OVER_FORTY,0
10703,28000.0,MORTGAGE,104000.0,11.68,0.0762,0,11493,UNDER_FORTY,0
10704,6000.0,MORTGAGE,82500.0,21.89,0.1016,0,7444,UNDER_FORTY,0
10705,12700.0,RENT,49950.0,15.14,0.1849,0,10883,OVER_FORTY,0
10706,8000.0,MORTGAGE,155000.0,10.34,0.1311,0,7535,UNDER_FORTY,0
10707,11500.0,RENT,45000.0,4.59,0.1727,0,5404,UNDER_FORTY,0
10708,9750.0,RENT,28000.0,28.6,0.1727,0,5769,UNDER_FORTY,0
10709,10750.0,MORTGAGE,90000.0,1.13,0.0662,0,4735,UNDER_FORTY,0
10710,3000.0,RENT,65000.0,19.5,0.21,0,6804,UNDER_FORTY,0
10711,25000.0,RENT,100000.0,6.27,0.1114,0,5374,UNDER_FORTY,0
10712,20000.0,RENT,55000.0,26.49,0.1409,0,9422,UNDER_FORTY,0
10713,15000.0,MORTGAGE,125000.0,11.83,0.1016,0,6561,UNDER_FORTY,0
10714,16000.0,RENT,42000.0,24.76,0.1016,0,8630,UNDER_FORTY,0
10715,8500.0,RENT,25000.0,19.15,0.158,0,5769,OVER_FORTY,1
10716,14000.0,RENT,56000.0,23.54,0.1849,0,8510,OVER_FORTY,0
10717,6000.0,RENT,105000.0,18.3,0.1905,0,7931,OVER_FORTY,0
10718,13000.0,RENT,44000.0,15.38,0.158,0,14658,OVER_FORTY,0
10719,10000.0,RENT,70000.0,15.19,0.1114,0,5404,UNDER_FORTY,0
10720,8000.0,MORTGAGE,78000.0,17.23,0.089,0,8296,UNDER_FORTY,0
10721,4800.0,MORTGAGE,91000.0,24.49,0.1212,0,9027,OVER_FORTY,0
10722,18000.0,MORTGAGE,75000.0,1.5,0.1972,0,10488,UNDER_FORTY,1
10723,18000.0,RENT,85000.0,17.98,0.0603,0,12862,UNDER_FORTY,0
10724,8000.0,RENT,39000.0,29.36,0.1531,0,8326,UNDER_FORTY,0
10725,15000.0,MORTGAGE,100000.0,18.59,0.1016,0,13958,UNDER_FORTY,0
10726,10000.0,RENT,42000.0,20.46,0.1849,0,9302,OVER_FORTY,0
10727,5000.0,MORTGAGE,81096.0,28.65,0.1212,0,7566,UNDER_FORTY,0
10728,8125.0,RENT,32000.0,11.06,0.1433,0,5588,UNDER_FORTY,0
10729,9500.0,RENT,45000.0,20.62,0.1777,0,5496,UNDER_FORTY,0
10730,12000.0,MORTGAGE,60000.0,15.6,0.1114,0,6408,UNDER_FORTY,0
10731,35000.0,MORTGAGE,140000.0,19.6,0.1972,0,11521,OVER_FORTY,0
10732,20000.0,RENT,50000.0,34.68,0.1114,0,9118,UNDER_FORTY,0
10733,10000.0,RENT,33000.0,6.4,0.1433,0,5404,UNDER_FORTY,1
10734,7200.0,MORTGAGE,50000.0,2.28,0.1629,0,6714,UNDER_FORTY,0
10735,10000.0,RENT,43028.82,33.09,0.1905,0,5800,UNDER_FORTY,0
10736,27000.0,MORTGAGE,80000.0,17.43,0.089,0,8022,OVER_FORTY,1
10737,10000.0,RENT,36000.0,19.92,0.158,0,7169,UNDER_FORTY,0
10738,15000.0,RENT,48800.0,17.58,0.1311,0,7749,OVER_FORTY,0
10739,5000.0,RENT,70000.0,15.51,0.1727,0,6500,UNDER_FORTY,0
10740,11000.0,MORTGAGE,74000.0,14.94,0.1875,0,7810,OVER_FORTY,0
10741,2500.0,RENT,60000.0,9.62,0.1114,0,12132,OVER_FORTY,0
10742,12000.0,MORTGAGE,80000.0,23.26,0.1433,0,10763,OVER_FORTY,1
10743,10000.0,RENT,40000.0,10.11,0.1212,1,5677,OVER_FORTY,0
10744,20000.0,RENT,88000.0,11.78,0.1311,0,7869,OVER_FORTY,0
10745,4800.0,MORTGAGE,45000.0,28.94,0.1409,0,7049,UNDER_FORTY,0
10746,18000.0,MORTGAGE,41000.0,26.28,0.1311,0,9514,UNDER_FORTY,0
10747,5000.0,MORTGAGE,50000.0,29.06,0.158,0,9940,OVER_FORTY,0
10748,16000.0,OWN,65000.0,24.15,0.1114,0,13654,UNDER_FORTY,0
10749,11625.0,RENT,88800.0,0.88,0.0603,0,6288,UNDER_FORTY,0
10750,5000.0,RENT,70000.0,10.87,0.1875,0,7018,OVER_FORTY,1
10751,15000.0,RENT,43475.0,12.06,0.1212,0,7444,UNDER_FORTY,0
10752,5500.0,MORTGAGE,25000.0,15.31,0.1777,0,6258,UNDER_FORTY,0
10753,12000.0,OWN,155000.0,15.64,0.158,0,8175,OVER_FORTY,0
10754,10000.0,RENT,110000.0,7.54,0.1016,0,7900,OVER_FORTY,0
10755,15000.0,RENT,60000.0,18.96,0.1727,0,7841,UNDER_FORTY,1
10756,10500.0,MORTGAGE,36000.0,25.5,0.1433,0,4705,UNDER_FORTY,0
10757,19800.0,OWN,86400.0,26.94,0.1114,0,9149,OVER_FORTY,0
10758,12000.0,MORTGAGE,50000.0,20.76,0.1016,0,7169,UNDER_FORTY,0
10759,15000.0,MORTGAGE,50500.0,19.15,0.1311,0,7018,UNDER_FORTY,0
10760,11000.0,RENT,55000.0,19.68,0.1311,0,10336,UNDER_FORTY,0
10761,30000.0,MORTGAGE,110000.0,13.66,0.1629,0,6957,UNDER_FORTY,0
10762,10000.0,RENT,40000.0,18.54,0.158,0,5374,UNDER_FORTY,0
10763,9000.0,RENT,87000.0,10.28,0.1016,0,4827,UNDER_FORTY,0
10764,7800.0,RENT,49000.0,12.47,0.1629,0,8265,UNDER_FORTY,0
10765,7000.0,MORTGAGE,37000.0,7.04,0.1016,0,6623,OVER_FORTY,0
10766,10000.0,RENT,38000.0,19.39,0.1433,0,7535,UNDER_FORTY,0
10767,7600.0,OWN,50000.0,31.88,0.1212,0,13319,OVER_FORTY,0
10768,16000.0,RENT,81100.0,9.88,0.089,0,7322,OVER_FORTY,0
10769,18500.0,MORTGAGE,54000.0,13.82,0.0662,0,6380,OVER_FORTY,0
10770,20000.0,MORTGAGE,120000.0,6.26,0.1727,0,14050,OVER_FORTY,0
10771,15000.0,MORTGAGE,71000.0,21.48,0.1016,0,12132,UNDER_FORTY,0
10772,1500.0,MORTGAGE,20000.0,11.1,0.1905,0,6804,UNDER_FORTY,1
10773,9000.0,RENT,47000.0,20.27,0.1777,0,9241,UNDER_FORTY,0
10774,9450.0,MORTGAGE,27000.0,4.22,0.079,0,12558,UNDER_FORTY,0
10775,10000.0,MORTGAGE,104000.0,14.92,0.079,0,9575,UNDER_FORTY,0
10776,10625.0,OWN,32000.0,19.09,0.1531,0,8265,OVER_FORTY,0
10777,24250.0,RENT,90000.0,21.03,0.1972,0,4400,UNDER_FORTY,0
10778,10000.0,RENT,85000.0,3.84,0.1016,0,7230,UNDER_FORTY,0
10779,14000.0,MORTGAGE,51000.0,12.54,0.1212,0,6196,UNDER_FORTY,0
10780,10000.0,MORTGAGE,47000.0,26.45,0.1114,0,6227,OVER_FORTY,0
10781,6625.0,RENT,23000.0,23.17,0.1849,0,7504,UNDER_FORTY,0
10782,9000.0,OWN,49000.0,4.38,0.158,0,9392,OVER_FORTY,0
10783,5000.0,RENT,31000.0,28.22,0.1849,0,4827,UNDER_FORTY,1
10784,11000.0,RENT,36000.0,24.9,0.1311,0,6773,OVER_FORTY,0
10785,11000.0,RENT,45000.0,9.72,0.1016,0,6957,UNDER_FORTY,0
10786,8000.0,RENT,35000.0,6.86,0.1433,0,4522,UNDER_FORTY,0
10787,4350.0,RENT,50611.0,23.14,0.0762,0,6592,UNDER_FORTY,0
10788,5000.0,MORTGAGE,45000.0,22.45,0.1433,0,8387,OVER_FORTY,1
10789,2500.0,RENT,54000.0,20.54,0.158,0,6074,UNDER_FORTY,0
10790,3000.0,RENT,50000.0,21.05,0.1311,0,8357,UNDER_FORTY,0
10791,6000.0,MORTGAGE,275000.0,11.52,0.158,0,8206,OVER_FORTY,0
10792,10000.0,RENT,45000.0,9.39,0.1849,0,5343,UNDER_FORTY,0
10793,15000.0,OWN,60000.0,11.56,0.1311,0,5557,UNDER_FORTY,0
10794,16000.0,RENT,47000.0,17.72,0.1311,0,8905,OVER_FORTY,0
10795,7400.0,OWN,46500.0,23.51,0.1212,0,9392,OVER_FORTY,0
10796,21100.0,RENT,83000.0,10.41,0.0662,0,4127,UNDER_FORTY,0
10797,10000.0,RENT,49200.0,27.48,0.1777,0,18584,OVER_FORTY,1
10798,10000.0,RENT,72000.0,25.53,0.1212,0,7261,UNDER_FORTY,0
10799,10000.0,OWN,38100.12,11.18,0.1433,0,10152,UNDER_FORTY,0
10800,29700.0,RENT,67000.0,25.16,0.1433,0,6653,UNDER_FORTY,0
10801,1600.0,RENT,52000.0,21.83,0.1777,0,11644,OVER_FORTY,1
10802,13000.0,RENT,45000.0,20.19,0.1311,0,7566,UNDER_FORTY,0
10803,12000.0,MORTGAGE,120000.0,11.4,0.0762,0,7566,UNDER_FORTY,0
10804,35000.0,RENT,130000.0,15.33,0.158,0,10091,UNDER_FORTY,1
10805,12000.0,RENT,90000.0,12.85,0.079,0,4705,UNDER_FORTY,0
10806,10000.0,MORTGAGE,30225.0,23.27,0.2149,0,10091,UNDER_FORTY,0
10807,15000.0,MORTGAGE,64000.0,17.98,0.1629,0,6196,OVER_FORTY,0
10808,15000.0,MORTGAGE,100000.0,5.44,0.1114,0,8265,UNDER_FORTY,0
10809,2000.0,RENT,37500.0,13.7,0.158,0,4035,UNDER_FORTY,0
10810,16000.0,MORTGAGE,72000.0,19.25,0.1409,0,9422,OVER_FORTY,0
10811,30000.0,RENT,78000.0,19.78,0.1531,0,8844,UNDER_FORTY,1
10812,12000.0,MORTGAGE,86084.0,16.69,0.1114,0,8691,OVER_FORTY,0
10813,13200.0,MORTGAGE,58000.0,25.99,0.089,0,10579,UNDER_FORTY,0
10814,6250.0,RENT,23000.0,20.5,0.1531,0,5374,UNDER_FORTY,0
10815,10000.0,MORTGAGE,56740.0,4.91,0.1311,0,8630,OVER_FORTY,0
10816,25000.0,RENT,56000.0,29.91,0.1875,0,10975,OVER_FORTY,1
10817,9600.0,RENT,65000.0,2.36,0.1531,0,6804,UNDER_FORTY,0
10818,18000.0,RENT,60850.0,19.7,0.1311,0,7414,UNDER_FORTY,0
10819,13500.0,RENT,78000.0,6.52,0.079,0,8965,UNDER_FORTY,0
10820,8000.0,MORTGAGE,43000.0,31.09,0.1114,0,10791,UNDER_FORTY,1
10821,4500.0,RENT,45000.0,2.8,0.1433,0,13593,UNDER_FORTY,0
10822,17000.0,RENT,120000.0,6.75,0.1114,0,7200,UNDER_FORTY,0
10823,18000.0,RENT,64105.0,19.45,0.1212,0,6592,UNDER_FORTY,0
10824,18000.0,MORTGAGE,105000.0,16.14,0.0662,0,17153,UNDER_FORTY,0
10825,15375.0,RENT,52000.0,18.94,0.1114,0,7810,UNDER_FORTY,0
10826,9300.0,MORTGAGE,30000.0,24.44,0.1311,0,9910,OVER_FORTY,0
10827,12000.0,MORTGAGE,100000.0,18.12,0.1016,0,11493,OVER_FORTY,0
10828,24000.0,MORTGAGE,102000.0,17.43,0.1114,0,9848,OVER_FORTY,0
10829,15000.0,RENT,55000.0,14.61,0.1311,0,7992,UNDER_FORTY,0
10830,9000.0,MORTGAGE,72000.0,18.08,0.1114,0,6926,UNDER_FORTY,0
10831,19075.0,MORTGAGE,43000.0,10.74,0.1629,0,7627,OVER_FORTY,0
10832,16000.0,MORTGAGE,55000.0,32.22,0.1311,0,8661,OVER_FORTY,1
10833,5000.0,OWN,41283.36,26.28,0.1727,0,15815,UNDER_FORTY,0
10834,24000.0,RENT,250000.0,3.42,0.0603,0,10244,UNDER_FORTY,0
10835,24000.0,MORTGAGE,290000.0,9.35,0.0603,0,9971,UNDER_FORTY,0
10836,25000.0,MORTGAGE,58000.0,22.04,0.1311,0,12617,OVER_FORTY,1
10837,5400.0,MORTGAGE,40600.0,29.38,0.1212,0,9575,UNDER_FORTY,0
10838,5500.0,MORTGAGE,35000.0,20.81,0.1311,0,7414,UNDER_FORTY,1
10839,18000.0,MORTGAGE,82000.0,22.7,0.1016,0,8234,UNDER_FORTY,0
10840,9500.0,RENT,34000.0,21.14,0.158,0,6380,UNDER_FORTY,1
10841,12375.0,MORTGAGE,58000.0,34.45,0.1016,0,8875,OVER_FORTY,0
10842,15000.0,RENT,42000.0,22.37,0.1433,0,6196,UNDER_FORTY,0
10843,5950.0,MORTGAGE,66000.0,13.64,0.1629,0,16423,OVER_FORTY,0
10844,18000.0,RENT,75000.0,18.71,0.1212,0,5618,UNDER_FORTY,0
10845,28000.0,MORTGAGE,115000.0,28.18,0.089,0,8540,UNDER_FORTY,0
10846,20000.0,MORTGAGE,85000.0,20.43,0.1212,0,10060,OVER_FORTY,0
10847,8000.0,MORTGAGE,43000.0,8.93,0.1212,0,7169,UNDER_FORTY,0
10848,1200.0,RENT,55000.0,14.95,0.079,0,5223,UNDER_FORTY,0
10849,24000.0,RENT,240000.0,15.01,0.079,0,9361,UNDER_FORTY,0
10850,22750.0,MORTGAGE,54000.0,18.67,0.1212,0,12923,OVER_FORTY,0
10851,15000.0,RENT,61000.0,3.0,0.1409,0,14050,UNDER_FORTY,0
10852,17500.0,RENT,69500.0,21.93,0.1212,0,6592,UNDER_FORTY,0
10853,29025.0,RENT,114500.0,5.81,0.0762,0,9027,UNDER_FORTY,0
10854,30000.0,RENT,130000.0,21.44,0.1433,0,8752,UNDER_FORTY,0
10855,6075.0,RENT,104000.0,8.56,0.1727,0,9757,UNDER_FORTY,0
10856,18000.0,OWN,70000.0,20.62,0.1212,0,8418,UNDER_FORTY,0
10857,15000.0,MORTGAGE,94000.0,22.71,0.1212,0,7719,UNDER_FORTY,0
10858,9900.0,RENT,135000.0,7.92,0.1849,0,6074,UNDER_FORTY,0
10859,4725.0,OWN,16584.0,20.69,0.1905,0,11097,UNDER_FORTY,1
10860,16000.0,RENT,64000.0,27.08,0.1311,0,8234,UNDER_FORTY,0
10861,5000.0,RENT,51000.0,12.45,0.1875,0,7749,OVER_FORTY,0
10862,25000.0,MORTGAGE,115500.0,19.4,0.1409,0,6500,UNDER_FORTY,0
10863,15000.0,RENT,82744.0,21.5,0.089,0,16911,OVER_FORTY,0
10864,14400.0,MORTGAGE,65000.0,21.88,0.089,0,7749,UNDER_FORTY,0
10865,6250.0,RENT,23000.0,34.59,0.158,0,8875,UNDER_FORTY,0
10866,12000.0,MORTGAGE,105000.0,10.16,0.089,0,8844,OVER_FORTY,0
10867,16000.0,RENT,85000.0,18.44,0.1114,0,5953,OVER_FORTY,1
10868,8400.0,MORTGAGE,34000.0,17.36,0.1433,0,6500,OVER_FORTY,0
10869,10000.0,RENT,107000.0,10.87,0.1016,0,10549,UNDER_FORTY,0
10870,12000.0,RENT,95000.0,20.85,0.1016,0,12132,UNDER_FORTY,0
10871,10475.0,RENT,31000.0,24.54,0.1531,0,12405,OVER_FORTY,0
10872,4200.0,RENT,48500.0,18.43,0.1433,0,13624,UNDER_FORTY,0
10873,14000.0,MORTGAGE,60000.0,15.08,0.1629,0,9818,OVER_FORTY,0
10874,15000.0,MORTGAGE,45000.0,22.21,0.1409,0,4705,OVER_FORTY,1
10875,10000.0,MORTGAGE,65000.0,23.17,0.089,0,6043,UNDER_FORTY,0
10876,5275.0,RENT,60000.0,8.62,0.158,0,7535,UNDER_FORTY,1
10877,9450.0,RENT,29000.0,17.3,0.1531,0,7780,OVER_FORTY,0
10878,7200.0,RENT,54000.0,21.78,0.1849,0,7200,UNDER_FORTY,0
10879,10325.0,MORTGAGE,32000.0,31.35,0.158,0,7444,UNDER_FORTY,0
10880,9600.0,MORTGAGE,52000.0,29.07,0.1212,0,7657,UNDER_FORTY,0
10881,17000.0,RENT,108750.0,10.86,0.1212,0,11552,UNDER_FORTY,0
10882,10625.0,RENT,31000.0,25.32,0.1433,0,6470,UNDER_FORTY,1
10883,11100.0,MORTGAGE,32000.0,33.23,0.1311,0,7261,UNDER_FORTY,0
